date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:29:04	39680/39680	---M-Z	200	added ('OK')	application/javascript	etag:%224c42054e097d71:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/bootstrap.min.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/bootstrap.min.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:04	757/757	---M-Z	200	added ('OK')	application/javascript	etag:%220a1d6f7263bd21:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/plugins.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/plugins.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:05	462/462	---M-Z	200	added ('OK')	application/javascript	etag:%220a1d6f7263bd21:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/main.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/main.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:06	7082/7082	---M-Z	200	added ('OK')	application/javascript	etag:%220a1d6f7263bd21:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/wow.min.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/wow.min.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:06	12682/12682	---M--	200	added ('OK')	image/png	etag:%22d565353b4937d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis//assets/img/bpjs1.png	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/img/bpjs1.png	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:07	18021/18021	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:27:43%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/login	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/login.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:09	10925/10925	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:27:45%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/Preassesment/PenapisanMandiri	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/Preassesment/PenapisanMandiri.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:09	65672/65672	---M--	200	added ('OK')	image/png	etag:%2216b0373b4937d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/img/hospital.png	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/img/hospital.png	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:10	10964/10964	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:27:46%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/Preassesment/DashboardFaskes	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/Preassesment/DashboardFaskes.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:11	30150/30150	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:27:46%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/MonitoringPendaftaran/dataFaskesTerdaftar	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/MonitoringPendaftaran/dataFaskesTerdaftar.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:11	5057/5057	---M--	200	added ('OK')	image/png	etag:%22891789e5d220d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/img/ppk.png	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/img/ppk.png	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:12	2870/2870	---M--	200	added ('OK')	image/png	etag:%22956f799fd120d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/img/usermanual.png	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/img/usermanual.png	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:12	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://hfis.bpjs-kesehatan.go.id/hfis/downloads/usermanual.pdf	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/downloads/usermanual.14.delayed	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:14	4967/4967	---M--	200	added ('OK')	image/png	etag:%22abd1c727d220d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/img/hakkewajiban.png	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/img/hakkewajiban.png	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:14	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22fd8c213b4937d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/glyphicons-halflings-regular.eot	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/glyphicons-halflings-regular.eot	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/bootstrap.min.css)
01:29:15	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22fd8c213b4937d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/glyphicons-halflings-regular.eot?	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/bootstrap.min.css)
01:29:15	18028/18028	---M--	200	added ('OK')	application/font-woff2	etag:%227250223b4937d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/glyphicons-halflings-regular.woff2	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/glyphicons-halflings-regular.woff2	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/bootstrap.min.css)
01:29:16	23424/23424	---M--	200	added ('OK')	font/x-woff	etag:%227250223b4937d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/glyphicons-halflings-regular.woff	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/glyphicons-halflings-regular.woff	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/bootstrap.min.css)
01:29:17	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%22fd8c213b4937d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/glyphicons-halflings-regular.ttf	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/glyphicons-halflings-regular.ttf	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/bootstrap.min.css)
01:29:18	9524/9524	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:27:55%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/fontawesome-webfont.eot?v=4.3.0	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/fontawesome-webfonte0a5.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/font-awesome.min.css)
01:29:18	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%22fd8c213b4937d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/glyphicons-halflings-regular.svg	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/glyphicons-halflings-regular.svg	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/bootstrap.min.css)
01:29:19	9524/9524	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:27:55%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/fontawesome-webfont.eot?	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/fontawesome-webfontd41d.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/font-awesome.min.css)
01:29:19	9524/9524	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:27:56%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/fontawesome-webfont.woff2?v=4.3.0	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/fontawesome-webfonte0a5-2.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/font-awesome.min.css)
01:29:20	9524/9524	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:27:56%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/fontawesome-webfont.woff?v=4.3.0	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/fontawesome-webfonte0a5-3.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/font-awesome.min.css)
01:29:21	9524/9524	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:27:57%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/fontawesome-webfont.ttf?v=4.3.0	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/fontawesome-webfonte0a5-4.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/font-awesome.min.css)
01:29:21	9524/9524	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:27:57%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/fontawesome-webfont.svg?v=4.3.0	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/fonts/fontawesome-webfonte0a5-5.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/font-awesome.min.css)
01:29:22	23411/23411	---M-Z	200	added ('OK')	text/css	etag:%22d1257449e097d71:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/bootstrap-theme.min.css	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/css/bootstrap-theme.min.css	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:22	1240/1240	---M-Z	200	added ('OK')	text/css	etag:%2217e96adfd7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/nvcustom.css	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/css/nvcustom.css	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:23	638/638	---M-Z	200	added ('OK')	text/css	etag:%22753f5adfd7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/sticky-footer.css	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/css/sticky-footer.css	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:23	31438/31438	---M-Z	200	added ('OK')	text/css	etag:%22b9927bdfd7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/bootstrap-datepicker3.min.css	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/css/bootstrap-datepicker3.min.css	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:24	2153475/2153475	---M--	200	added ('OK')	application/pdf	etag:%22fdae198e37b1d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/downloads/usermanual.pdf	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/downloads/usermanual.pdf	(from https://hfis.bpjs-kesehatan.go.id/hfis/)
01:29:24	3192/3192	---M-Z	200	added ('OK')	text/css	etag:%22bd8542bcb20d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/jquery.smartmenus.bootstrap.css	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/css/jquery.smartmenus.bootstrap.css	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:25	2627/2627	---M-Z	200	added ('OK')	text/css	etag:%22774a6ddfd7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/uploadfile.css	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/css/uploadfile.css	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:25	14611/14611	---M-Z	200	added ('OK')	text/css	etag:%22049e5b32d15d91:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/datatables.min.css	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/css/datatables.min.css	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:26	91029/91029	---M-Z	200	added ('OK')	application/javascript	etag:%22049e5b32d15d91:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/datatables.min.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/datatables.min.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:27	16388/16388	---M-Z	200	added ('OK')	application/javascript	etag:%2262fd45a2f92cd51:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/dataTables.checkboxes.min.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/dataTables.checkboxes.min.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:27	21531/21531	---M-Z	200	added ('OK')	application/javascript	etag:%222dda6ce3d7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/jquery.uploadfile.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/jquery.uploadfile.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:28	13637/13637	---M-Z	200	added ('OK')	application/javascript	etag:%226ac55e3d7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/notify.min.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/notify.min.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:29	5656/5656	---M-Z	200	added ('OK')	application/javascript	etag:%2250987e3d7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/notify-bootstrap.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/notify-bootstrap.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:30	29135/29135	---M-Z	200	added ('OK')	application/javascript	etag:%22ee9c71e3d7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/bootstrap-datepicker.min.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/bootstrap-datepicker.min.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:30	9972/9972	---M-Z	200	added ('OK')	application/javascript	etag:%222bcf59e3d7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/bootbox.min.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/bootbox.min.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:31	92594/92594	---M-Z	200	added ('OK')	application/javascript	etag:%224efe73e3d7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/inputmask.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/inputmask.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:32	2461/2461	---M-Z	200	added ('OK')	application/javascript	etag:%22aab52e3d7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/jquery.inputmask.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/jquery.inputmask.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:32	41734/41734	---M-Z	200	added ('OK')	application/javascript	etag:%22ec178e3d7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/jquery.smartmenus.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/jquery.smartmenus.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:33	2322/2322	---M-Z	200	added ('OK')	application/javascript	etag:%224ae84de3d7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/jquery.smartmenus.bootstrap.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/jquery.smartmenus.bootstrap.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:33	3137/3137	---M-Z	200	added ('OK')	text/css	etag:%22d8ab6fdfd7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/bootstrap-clockpicker.min.css	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/css/bootstrap-clockpicker.min.css	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:34	1397/1397	---M-Z	200	added ('OK')	text/css	etag:%22d5a05cdfd7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/github.min.css	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/css/github.min.css	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:35	11152/11152	---M-Z	200	added ('OK')	application/javascript	etag:%22e9864be3d7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/bootstrap-clockpicker.min.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/bootstrap-clockpicker.min.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:36	14776/14776	---M-Z	200	added ('OK')	text/css	etag:%22774a6ddfd7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/select2.min.css	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/css/select2.min.css	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:37	61225/61225	---M-Z	200	added ('OK')	application/javascript	etag:%22f0a784e3d7f4d01:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/select2.min.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/select2.min.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:37	3082/3082	---M-Z	200	added ('OK')	text/css	etag:%22cffb25e2c70d11:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/pks_print.css	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/css/pks_print.css	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:38	28206/28206	---M--	200	added ('OK')	image/gif	etag:%226fa2343b4937d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/img/ajax-loader.gif	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/img/ajax-loader.gif	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:39	9393/9393	---M--	200	added ('OK')	image/jpeg	etag:%226fa2343b4937d31:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/img/bg.jpg	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/img/bg.jpg	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:39	13360/13360	---M-Z	200	added ('OK')	application/javascript	etag:%228060d96e27ebd61:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/cryptojs-aes.min.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/cryptojs-aes.min.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:40	1494/1494	---M-Z	200	added ('OK')	application/javascript	etag:%228060d96e27ebd61:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/js/cryptojs-aes-format.js	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/js/cryptojs-aes-format.js	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:40	2720/2720	---M--	200	added ('OK')	image/jpeg	etag:%22ae961e94e259da1:0%22	https://hfis.bpjs-kesehatan.go.id/hfis/assets/captcha/1707323264.3405.jpg	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/assets/captcha/1707323264.3405.jpg	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:41	12621/12621	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:28:17%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/login/lupapassword	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/login/lupapassword.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:42	18053/18053	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:28:19%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/login/gantipasswordppk	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/login/gantipasswordppk.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/login)
01:29:44	54688/54688	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:28:20%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/Preassesment/PreassesmentFKTP	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/Preassesment/PreassesmentFKTP.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/Preassesment/PenapisanMandiri)
01:29:45	44103/44103	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:28:22%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/Preassesment/PreassesmentFKRTL	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/Preassesment/PreassesmentFKRTL.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/Preassesment/PenapisanMandiri)
01:29:46	10457/10457	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:28:22%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/Preassesment/DashboardPenapisanMaps/fktp	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/Preassesment/DashboardPenapisanMaps/fktp.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/Preassesment/DashboardFaskes)
01:29:47	10457/10457	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Feb%202024%2016:28:24%20GMT	https://hfis.bpjs-kesehatan.go.id/hfis/Preassesment/DashboardPenapisanMaps/fkrtl	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/hfis/Preassesment/DashboardPenapisanMaps/fkrtl.html	(from https://hfis.bpjs-kesehatan.go.id/hfis/Preassesment/DashboardFaskes)
01:29:48	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Feb%202024%2016:28:24%20GMT	https://hfis.bpjs-kesehatan.go.id/DataTables-1.10.25/images/sort_both.png	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/DataTables-1.10.25/images/sort_both.46.delayed	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/datatables.min.css)
01:29:48	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Feb%202024%2016:28:25%20GMT	https://hfis.bpjs-kesehatan.go.id/DataTables-1.10.25/images/sort_asc.png	C:/xampp/htdocs/bpjsgot/hfis.bpjs-kesehatan.go.id/DataTables-1.10.25/images/sort_asc.47.delayed	(from https://hfis.bpjs-kesehatan.go.id/hfis/assets/css/datatables.min.css)
